Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2289290533,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Daniel Jones (15607553) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darnell Mooney (15608011) (LOCKED),Darius Slayton (15607849) (LOCKED),Evan Engram (15608123) (LOCKED),James Robinson (15607607) (LOCKED),Ravens (15608281) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2289467283,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Darnell Mooney (15608011) (LOCKED),Calvin Ridley (15607805) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),James Robinson (15607607) (LOCKED),Broncos (15608286) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2289467284,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Gardner Minshew II (15607541) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Kenny Golladay (15607831) (LOCKED),Terry McLaurin (15607841) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Tyler Eifert (15608145) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Ravens (15608281) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2289467285,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Adam Thielen (15607807) (LOCKED),Olamide Zaccheaus (15607949) (LOCKED),Trey Burton (15608155) (LOCKED),Aaron Jones (15607595),Jets (15608299),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2289467286,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),Justin Jefferson (15607835) (LOCKED),Terry McLaurin (15607841) (LOCKED),Adam Thielen (15607807) (LOCKED),Hayden Hurst (15608125) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Bengals (15608302) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2289467287,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Julio Jones (15607815) (LOCKED),Jarvis Landry (15607865) (LOCKED),Adam Thielen (15607807) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Ronald Jones II (15607621),Bengals (15608302) (LOCKED),,
2289467288,NFL $3.75M Fantasy Football Millionaire [$1M to 1st + ToC Entry],94210980,$20,Ryan Tannehill (15607546) (LOCKED),Mike Davis (15607603) (LOCKED),James Robinson (15607607) (LOCKED),A.J. Brown (15607845) (LOCKED),Kalif Raymond (15607945) (LOCKED),Darius Slayton (15607849) (LOCKED),Darren Fells (15608137) (LOCKED),Aaron Jones (15607595),Ravens (15608281) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2289480339,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),James Conner (15607601) (LOCKED),David Johnson (15607627) (LOCKED),A.J. Brown (15607845) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darnell Mooney (15608011) (LOCKED),Jonnu Smith (15608115) (LOCKED),Aaron Jones (15607595),Ravens (15608281) (LOCKED),,DST,Giants  (15608289) (LOCKED),Giants ,15608289,DST,3200,In Progress,NYG,5.4
2289480340,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Baker Mayfield (15607549) (LOCKED),Alexander Mattison (15607599) (LOCKED),David Montgomery (15607623) (LOCKED),Odell Beckham Jr. (15607823) (LOCKED),Jarvis Landry (15607865) (LOCKED),Darius Slayton (15607849) (LOCKED),Eric Ebron (15608131) (LOCKED),Ronald Jones II (15607621),Ravens (15608281) (LOCKED),,WR,Cordarrelle Patterson (15607947) (LOCKED),Cordarrelle Patterson,15607947,WR/FLEX,3200,In Progress,CHI,3.94
2289480341,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Baker Mayfield (15607549) (LOCKED),Alexander Mattison (15607599) (LOCKED),James Robinson (15607607) (LOCKED),Odell Beckham Jr. (15607823) (LOCKED),Jarvis Landry (15607865) (LOCKED),James Washington (15607901) (LOCKED),Jonnu Smith (15608115) (LOCKED),Jonathan Taylor (15607611) (LOCKED),Giants (15608289) (LOCKED),,WR,Kalif Raymond (15607945) (LOCKED),Kalif Raymond,15607945,WR/FLEX,3200,In Progress,TEN,5.52
2289480342,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matt Ryan (15607538) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Russell Gage (15607873) (LOCKED),Calvin Ridley (15607805) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),Ronald Jones II (15607621),Colts (15608283) (LOCKED),,TE,Trey Burton (15608155) (LOCKED),Trey Burton,15608155,TE/FLEX,3100,In Progress,IND,5.95
2289480343,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Philip Rivers (15607547) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),A.J. Green (15607913) (LOCKED),T.Y. Hilton (15607861) (LOCKED),Zach Pascal (15607877) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Aaron Jones (15607595),Ravens (15608281) (LOCKED),,DST,Buccaneers  (15608290),Buccaneers ,15608290,DST,3100,GB@TB 10/18/2020 04:25PM ET,TB,8.8
2289480344,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Carson Wentz (15607550) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Marquise Brown (15607819) (LOCKED),Travis Fulgham (15607893) (LOCKED),Terry McLaurin (15607841) (LOCKED),Zach Ertz (15608121) (LOCKED),Aaron Jones (15607595),Bengals (15608302) (LOCKED),,TE,Nick Vannett (15608157) (LOCKED),Nick Vannett,15608157,TE/FLEX,3100,In Progress,DEN,0.7
2289480345,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ben Roethlisberger (15607537) (LOCKED),David Montgomery (15607623) (LOCKED),James Robinson (15607607) (LOCKED),Jarvis Landry (15607865) (LOCKED),Terry McLaurin (15607841) (LOCKED),James Washington (15607901) (LOCKED),Eric Ebron (15608131) (LOCKED),Aaron Jones (15607595),Colts (15608283) (LOCKED),,WR,Chris Moore (15608091) (LOCKED),Chris Moore,15608091,WR/FLEX,3000,In Progress,BAL,0
2289480346,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Derrick Henry (15607597) (LOCKED),D'Andre Swift (15607647) (LOCKED),Kenny Golladay (15607831) (LOCKED),Terry McLaurin (15607841) (LOCKED),Adam Thielen (15607807) (LOCKED),Tyler Eifert (15608145) (LOCKED),Ronald Jones II (15607621),WAS Football Team (15608288) (LOCKED),,WR,Devin Duvernay (15608093) (LOCKED),Devin Duvernay,15608093,WR/FLEX,3000,In Progress,BAL,4.62
2289480347,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Tom Brady (15607540),David Montgomery (15607623) (LOCKED),James Robinson (15607607) (LOCKED),Davante Adams (15607803),Mike Evans (15607811),Scotty Miller (15607899),Trey Burton (15608155) (LOCKED),David Johnson (15607627) (LOCKED),WAS Football Team (15608288) (LOCKED),,WR,James Proche (15608095) (LOCKED),James Proche,15608095,WR/FLEX,3000,In Progress,BAL,0
2289480348,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Gardner Minshew II (15607541) (LOCKED),James Conner (15607601) (LOCKED),David Montgomery (15607623) (LOCKED),Keelan Cole (15607867) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Laviska Shenault Jr. (15607851) (LOCKED),Jonnu Smith (15608115) (LOCKED),Todd Gurley II (15607613) (LOCKED),Colts (15608283) (LOCKED),,WR,Antoine Wesley (15608097) (LOCKED),Antoine Wesley,15608097,WR/FLEX,3000,In Progress,BAL,0
2289480349,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matt Ryan (15607538) (LOCKED),Derrick Henry (15607597) (LOCKED),Phillip Lindsay (15607651) (LOCKED),Justin Jefferson (15607835) (LOCKED),Darnell Mooney (15608011) (LOCKED),Calvin Ridley (15607805) (LOCKED),Hayden Hurst (15608125) (LOCKED),Aaron Jones (15607595),Browns (15608296) (LOCKED),,WR,DeAndrew White (15608099) (LOCKED),DeAndrew White,15608099,WR/FLEX,3000,In Progress,BAL,0
2289480350,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Tom Brady (15607540),Derrick Henry (15607597) (LOCKED),Alexander Mattison (15607599) (LOCKED),Chris Godwin (15607821),Scotty Miller (15607899),Marquez Valdes-Scantling (15607883),T.J. Hockenson (15608113) (LOCKED),David Montgomery (15607623) (LOCKED),Eagles (15608298) (LOCKED),,WR,John Hightower (15608101) (LOCKED),John Hightower,15608101,WR/FLEX,3000,In Progress,PHI,2.94
2289480351,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Baker Mayfield (15607549) (LOCKED),Derrick Henry (15607597) (LOCKED),Alexander Mattison (15607599) (LOCKED),Odell Beckham Jr. (15607823) (LOCKED),Darnell Mooney (15608011) (LOCKED),JuJu Smith-Schuster (15607817) (LOCKED),Austin Hooper (15608135) (LOCKED),Aaron Jones (15607595),Vikings (15608300) (LOCKED),,WR,JJ Arcega-Whiteside (15608103) (LOCKED),JJ Arcega-Whiteside,15608103,WR/FLEX,3000,In Progress,PHI,1.18
2289480352,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Todd Gurley II (15607613) (LOCKED),David Montgomery (15607623) (LOCKED),Keelan Cole (15607867) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Terry McLaurin (15607841) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Aaron Jones (15607595),Dolphins (15608293),,WR,Quez Watkins (15608105) (LOCKED),Quez Watkins,15608105,WR/FLEX,3000,In Progress,PHI,0
2289480353,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Nick Foles (15607548) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darnell Mooney (15608011) (LOCKED),DJ Moore (15607837) (LOCKED),Jimmy Graham (15608119) (LOCKED),Aaron Jones (15607595),Dolphins (15608293),,WR,Chris Hogan (15608075),Chris Hogan,15608075,WR/FLEX,3000,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,5.16
2289480354,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),Derrick Henry (15607597) (LOCKED),David Montgomery (15607623) (LOCKED),Keelan Cole (15607867) (LOCKED),Kenny Golladay (15607831) (LOCKED),Marvin Jones Jr. (15607857) (LOCKED),Evan Engram (15608123) (LOCKED),Joe Mixon (15607615) (LOCKED),Giants (15608289) (LOCKED),,WR,Jeff Smith (15608077),Jeff Smith,15608077,WR/FLEX,3000,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,10.2
2289480355,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),James Conner (15607601) (LOCKED),Alexander Mattison (15607599) (LOCKED),A.J. Brown (15607845) (LOCKED),Randall Cobb (15607891) (LOCKED),Kalif Raymond (15607945) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Aaron Jones (15607595),Steelers (15608285) (LOCKED),,WR,Vyncint Smith (15608079),Vyncint Smith,15608079,WR/FLEX,3000,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,0
2289480356,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Joe Burrow (15607554) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Tyler Boyd (15607839) (LOCKED),T.Y. Hilton (15607861) (LOCKED),Adam Thielen (15607807) (LOCKED),Drew Sample (15608147) (LOCKED),David Montgomery (15607623) (LOCKED),Giants (15608289) (LOCKED),,WR,Denzel Mims (15608081),Denzel Mims,15608081,WR/FLEX,3000,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,0
2289480357,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Daniel Jones (15607553) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Robby Anderson (15607825) (LOCKED),Dontrelle Inman (15607927) (LOCKED),Golden Tate (15607885) (LOCKED),Evan Engram (15608123) (LOCKED),Aaron Jones (15607595),Broncos (15608286) (LOCKED),,WR,Josh Malone (15608083),Josh Malone,15608083,WR/FLEX,3000,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,1.7
2289480358,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Philip Rivers (15607547) (LOCKED),Alexander Mattison (15607599) (LOCKED),James Robinson (15607607) (LOCKED),Tee Higgins (15607879) (LOCKED),T.Y. Hilton (15607861) (LOCKED),Zach Pascal (15607877) (LOCKED),Jonnu Smith (15608115) (LOCKED),Aaron Jones (15607595),Panthers (15608292) (LOCKED),,WR,Lynn Bowden Jr. (15608085),Lynn Bowden Jr.,15608085,WR/FLEX,3000,NYJ@MIA 10/18/2020 04:05PM ET,MIA,0.6
2289480359,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Matthew Stafford (15607542) (LOCKED),David Montgomery (15607623) (LOCKED),Jonathan Taylor (15607611) (LOCKED),Danny Amendola (15607903) (LOCKED),A.J. Brown (15607845) (LOCKED),DJ Chark Jr. (15607827) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Aaron Jones (15607595),Eagles (15608298) (LOCKED),,WR,Jakeem Grant (15608087),Jakeem Grant,15608087,WR/FLEX,3000,NYJ@MIA 10/18/2020 04:05PM ET,MIA,3.9
2289480360,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),Alexander Mattison (15607599) (LOCKED),James Robinson (15607607) (LOCKED),Randall Cobb (15607891) (LOCKED),Adam Humphries (15607909) (LOCKED),Terry McLaurin (15607841) (LOCKED),Jonnu Smith (15608115) (LOCKED),Joe Mixon (15607615) (LOCKED),Ravens (15608281) (LOCKED),,WR,Mack Hollins (15608089),Mack Hollins,15608089,WR/FLEX,3000,NYJ@MIA 10/18/2020 04:05PM ET,MIA,0
2289480361,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Kyle Allen (15607561) (LOCKED),Derrick Henry (15607597) (LOCKED),Alexander Mattison (15607599) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darius Slayton (15607849) (LOCKED),Isaiah Wright (15608019) (LOCKED),T.J. Hockenson (15608113) (LOCKED),Kareem Hunt (15607605) (LOCKED),Patriots (15608282) (LOCKED),,TE,Ryan Griffin (15608161),Ryan Griffin,15608161,TE/FLEX,3000,NYJ@MIA 10/18/2020 04:05PM ET,NYJ,1
2289480362,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Lamar Jackson (15607534) (LOCKED),David Montgomery (15607623) (LOCKED),James Robinson (15607607) (LOCKED),Miles Boykin (15607919) (LOCKED),Marquise Brown (15607819) (LOCKED),Travis Fulgham (15607893) (LOCKED),Jonnu Smith (15608115) (LOCKED),Aaron Jones (15607595),Falcons (15608301) (LOCKED),,WR,Reece Fountain (15608061) (LOCKED),Reece Fountain,15608061,WR/FLEX,3000,In Progress,IND,1.43
2289480363,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),Derrick Henry (15607597) (LOCKED),James Robinson (15607607) (LOCKED),Will Fuller V (15607813) (LOCKED),Terry McLaurin (15607841) (LOCKED),Kalif Raymond (15607945) (LOCKED),Trey Burton (15608155) (LOCKED),Aaron Jones (15607595),Steelers (15608285) (LOCKED),,WR,Ashton Dulin (15608063) (LOCKED),Ashton Dulin,15608063,WR/FLEX,3000,In Progress,IND,1.26
2289480364,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Ryan Tannehill (15607546) (LOCKED),David Johnson (15607627) (LOCKED),James Robinson (15607607) (LOCKED),Chase Claypool (15607853) (LOCKED),Kalif Raymond (15607945) (LOCKED),Adam Thielen (15607807) (LOCKED),Jonnu Smith (15608115) (LOCKED),Aaron Jones (15607595),Bears (15608287) (LOCKED),,WR,Dezmon Patmon (15608065) (LOCKED),Dezmon Patmon,15608065,WR/FLEX,3000,In Progress,IND,0
2289480365,NFL $125K mini-MAX [150 Entry Max],94271425,$0.50,Daniel Jones (15607553) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Terry McLaurin (15607841) (LOCKED),Darnell Mooney (15608011) (LOCKED),Darius Slayton (15607849) (LOCKED),Evan Engram (15608123) (LOCKED),James Robinson (15607607) (LOCKED),Ravens (15608281) (LOCKED),,WR,Mike Thomas (15608067) (LOCKED),Mike Thomas,15608067,WR/FLEX,3000,In Progress,CIN,4.38
2289097636,Free Reignmaker Contest,94407451,$0,Kirk Cousins (15607543) (LOCKED),Mike Davis (15607603) (LOCKED),Derrick Henry (15607597) (LOCKED),Justin Jefferson (15607835) (LOCKED),Darnell Mooney (15608011) (LOCKED),Calvin Ridley (15607805) (LOCKED),Irv Smith Jr. (15608243) (LOCKED),James Robinson (15607607) (LOCKED),Broncos (15608286) (LOCKED),,WR,Auden Tate (15608069) (LOCKED),Auden Tate,15608069,WR/FLEX,3000,In Progress,CIN,2.4
,,,,,,,,,,,,,,WR,Alex Erickson (15608071) (LOCKED),Alex Erickson,15608071,WR/FLEX,3000,In Progress,CIN,0.52
,,,,,,,,,,,,,,WR,John Ross III (15608073) (LOCKED),John Ross III,15608073,WR/FLEX,3000,In Progress,CIN,1.85
,,,,,,,,,,,,,,WR,Collin Johnson (15608051) (LOCKED),Collin Johnson,15608051,WR/FLEX,3000,In Progress,JAX,3.14
,,,,,,,,,,,,,,WR,Dede Westbrook (15608053) (LOCKED),Dede Westbrook,15608053,WR/FLEX,3000,In Progress,JAX,1.4
,,,,,,,,,,,,,,WR,Quintez Cephus (15608055) (LOCKED),Quintez Cephus,15608055,WR/FLEX,3000,In Progress,DET,3.92
,,,,,,,,,,,,,,WR,Marvin Hall (15608057) (LOCKED),Marvin Hall,15608057,WR/FLEX,3000,In Progress,DET,3.25
,,,,,,,,,,,,,,WR,Jamal Agnew (15608059) (LOCKED),Jamal Agnew,15608059,WR/FLEX,3000,In Progress,DET,1.62
,,,,,,,,,,,,,,TE,James O'Shaughnessy (15608159) (LOCKED),James O'Shaughnessy,15608159,TE/FLEX,3000,In Progress,JAX,4.7
,,,,,,,,,,,,,,DST,Lions  (15608291) (LOCKED),Lions ,15608291,DST,3000,In Progress,DET,1.25
,,,,,,,,,,,,,,WR,Chad Beebe (15608037) (LOCKED),Chad Beebe,15608037,WR/FLEX,3000,In Progress,MIN,1.27
,,,,,,,,,,,,,,WR,Olabisi Johnson (15608039) (LOCKED),Olabisi Johnson,15608039,WR/FLEX,3000,In Progress,MIN,2.86
,,,,,,,,,,,,,,WR,Tajae Sharpe (15608041) (LOCKED),Tajae Sharpe,15608041,WR/FLEX,3000,In Progress,MIN,0
,,,,,,,,,,,,,,WR,Dan Chisena (15608043) (LOCKED),Dan Chisena,15608043,WR/FLEX,3000,In Progress,MIN,0
,,,,,,,,,,,,,,WR,K.J. Osborn (15608045) (LOCKED),K.J. Osborn,15608045,WR/FLEX,3000,In Progress,MIN,0
,,,,,,,,,,,,,,WR,Christian Blake (15608047) (LOCKED),Christian Blake,15608047,WR/FLEX,3000,In Progress,ATL,1.54
,,,,,,,,,,,,,,WR,Brandon Powell (15608049) (LOCKED),Brandon Powell,15608049,WR/FLEX,3000,In Progress,ATL,1.14
,,,,,,,,,,,,,,WR,Isaiah Wright (15608019) (LOCKED),Isaiah Wright,15608019,WR/FLEX,3000,In Progress,WAS,3.8
,,,,,,,,,,,,,,WR,Antonio Gandy-Golden (15608021) (LOCKED),Antonio Gandy-Golden,15608021,WR/FLEX,3000,In Progress,WAS,0.88
,,,,,,,,,,,,,,WR,Cam Sims (15608023) (LOCKED),Cam Sims,15608023,WR/FLEX,3000,In Progress,WAS,0.74
,,,,,,,,,,,,,,WR,Kelvin Harmon (15608025) (LOCKED),Kelvin Harmon,15608025,WR/FLEX,3000,In Progress,WAS,0
,,,,,,,,,,,,,,WR,Emanuel Hall (15608027) (LOCKED),Emanuel Hall,15608027,WR/FLEX,3000,In Progress,WAS,0
,,,,,,,,,,,,,,WR,C.J. Board (15608029) (LOCKED),C.J. Board,15608029,WR/FLEX,3000,In Progress,NYG,2.42
,,,,,,,,,,,,,,WR,Damion Ratley (15608031) (LOCKED),Damion Ratley,15608031,WR/FLEX,3000,In Progress,NYG,2.06
,,,,,,,,,,,,,,WR,David Sills (15608033) (LOCKED),David Sills,15608033,WR/FLEX,3000,In Progress,NYG,0
,,,,,,,,,,,,,,WR,Cody Core (15608035) (LOCKED),Cody Core,15608035,WR/FLEX,3000,In Progress,NYG,0
,,,,,,,,,,,,,,WR,Seth Roberts (15608001) (LOCKED),Seth Roberts,15608001,WR/FLEX,3000,In Progress,CAR,1.78
,,,,,,,,,,,,,,WR,Pharoh Cooper (15608003) (LOCKED),Pharoh Cooper,15608003,WR/FLEX,3000,In Progress,CAR,0.44
,,,,,,,,,,,,,,WR,Brandon Zylstra (15608005) (LOCKED),Brandon Zylstra,15608005,WR/FLEX,3000,In Progress,CAR,0
,,,,,,,,,,,,,,WR,Keith Kirkwood (15608007) (LOCKED),Keith Kirkwood,15608007,WR/FLEX,3000,In Progress,CAR,0
,,,,,,,,,,,,,,WR,Omar Bayless (15608009) (LOCKED),Omar Bayless,15608009,WR/FLEX,3000,In Progress,CAR,0
,,,,,,,,,,,,,,WR,Darnell Mooney (15608011) (LOCKED),Darnell Mooney,15608011,WR/FLEX,3000,In Progress,CHI,7.34
,,,,,,,,,,,,,,WR,Javon Wims (15608013) (LOCKED),Javon Wims,15608013,WR/FLEX,3000,In Progress,CHI,2.16
,,,,,,,,,,,,,,WR,Ted Ginn Jr. (15608015) (LOCKED),Ted Ginn Jr.,15608015,WR/FLEX,3000,In Progress,CHI,1.75
,,,,,,,,,,,,,,WR,Riley Ridley (15608017) (LOCKED),Riley Ridley,15608017,WR/FLEX,3000,In Progress,CHI,0
,,,,,,,,,,,,,,WR,Nick Westbrook-Ikhine (15607993) (LOCKED),Nick Westbrook-Ikhine,15607993,WR/FLEX,3000,In Progress,TEN,0.57
,,,,,,,,,,,,,,WR,DeAndre Carter (15607995) (LOCKED),DeAndre Carter,15607995,WR/FLEX,3000,In Progress,HOU,0.16
,,,,,,,,,,,,,,WR,Keke Coutee (15607997) (LOCKED),Keke Coutee,15607997,WR/FLEX,3000,In Progress,HOU,2.1
,,,,,,,,,,,,,,WR,Isaiah Coulter (15607999) (LOCKED),Isaiah Coulter,15607999,WR/FLEX,3000,In Progress,HOU,0
,,,,,,,,,,,,,,WR,Ray-Ray McCloud III (15607981) (LOCKED),Ray-Ray McCloud III,15607981,WR/FLEX,3000,In Progress,PIT,2.62
,,,,,,,,,,,,,,WR,Rashard Higgins (15607983) (LOCKED),Rashard Higgins,15607983,WR/FLEX,3000,In Progress,CLE,4.67
,,,,,,,,,,,,,,WR,Donovan Peoples-Jones (15607985) (LOCKED),Donovan Peoples-Jones,15607985,WR/FLEX,3000,In Progress,CLE,0
,,,,,,,,,,,,,,WR,Taywan Taylor (15607987) (LOCKED),Taywan Taylor,15607987,WR/FLEX,3000,In Progress,CLE,0
,,,,,,,,,,,,,,WR,KhaDarel Hodge (15607989) (LOCKED),KhaDarel Hodge,15607989,WR/FLEX,3000,In Progress,CLE,2.7
,,,,,,,,,,,,,,WR,JoJo Natson (15607991) (LOCKED),JoJo Natson,15607991,WR/FLEX,3000,In Progress,CLE,0.1
,,,,,,,,,,,,,,WR,Justin Watson (15607967),Justin Watson,15607967,WR/FLEX,3000,GB@TB 10/18/2020 04:25PM ET,TB,5.47
,,,,,,,,,,,,,,WR,Jaydon Mickens (15607969),Jaydon Mickens,15607969,WR/FLEX,3000,GB@TB 10/18/2020 04:25PM ET,TB,0.84
,,,,,,,,,,,,,,WR,Cyril Grayson (15607971),Cyril Grayson,15607971,WR/FLEX,3000,GB@TB 10/18/2020 04:25PM ET,TB,0
,,,,,,,,,,,,,,WR,John Hurst (15607973),John Hurst,15607973,WR/FLEX,3000,GB@TB 10/18/2020 04:25PM ET,TB,0
,,,,,,,,,,,,,,WR,John Franklin III (15607975),John Franklin III,15607975,WR/FLEX,3000,GB@TB 10/18/2020 04:25PM ET,TB,0
,,,,,,,,,,,,,,WR,Malik Taylor (15607977),Malik Taylor,15607977,WR/FLEX,3000,GB@TB 10/18/2020 04:25PM ET,GB,0.75
,,,,,,,,,,,,,,WR,Darrius Shepherd (15607979),Darrius Shepherd,15607979,WR/FLEX,3000,GB@TB 10/18/2020 04:25PM ET,GB,2.05
,,,,,,,,,,,,,,WR,Gunner Olszewski (15607951) (LOCKED),Gunner Olszewski,15607951,WR/FLEX,3000,In Progress,NE,2.1
,,,,,,,,,,,,,,WR,Jakobi Meyers (15607953) (LOCKED),Jakobi Meyers,15607953,WR/FLEX,3000,In Progress,NE,0.57
,,,,,,,,,,,,,,WR,Matthew Slater (15607955) (LOCKED),Matthew Slater,15607955,WR/FLEX,3000,In Progress,NE,0
,,,,,,,,,,,,,,WR,Quincy Adeboyejo (15607957) (LOCKED),Quincy Adeboyejo,15607957,WR/FLEX,3000,In Progress,NE,0
,,,,,,,,,,,,,,WR,DaeSean Hamilton (15607959) (LOCKED),DaeSean Hamilton,15607959,WR/FLEX,3000,In Progress,DEN,1.55
,,,,,,,,,,,,,,WR,Diontae Spencer (15607961) (LOCKED),Diontae Spencer,15607961,WR/FLEX,3000,In Progress,DEN,0.42
,,,,,,,,,,,,,,WR,Tyrie Cleveland (15607963) (LOCKED),Tyrie Cleveland,15607963,WR/FLEX,3000,In Progress,DEN,0.57
,,,,,,,,,,,,,,WR,Courtland Sutton (15607965) (LOCKED),Courtland Sutton,15607965,WR/FLEX,3000,In Progress,DEN,9.6
,,,,,,,,,,,,,,TE,Jake Butt (15608163) (LOCKED),Jake Butt,15608163,TE/FLEX,3000,In Progress,DEN,0.62
,,,,,,,,,,,,,,DST,Dolphins  (15608293),Dolphins ,15608293,DST,2900,NYJ@MIA 10/18/2020 04:05PM ET,MIA,6.6
,,,,,,,,,,,,,,TE,Ian Thomas (15608165) (LOCKED),Ian Thomas,15608165,TE/FLEX,2900,In Progress,CAR,2.8
,,,,,,,,,,,,,,DST,Panthers  (15608292) (LOCKED),Panthers ,15608292,DST,2900,In Progress,CAR,4.2
,,,,,,,,,,,,,,DST,Jaguars  (15608295) (LOCKED),Jaguars ,15608295,DST,2800,In Progress,JAX,2.4
,,,,,,,,,,,,,,DST,Titans  (15608294) (LOCKED),Titans ,15608294,DST,2800,In Progress,TEN,5.75
,,,,,,,,,,,,,,TE,Marcedes Lewis (15608167),Marcedes Lewis,15608167,TE/FLEX,2800,GB@TB 10/18/2020 04:25PM ET,GB,3.4
