Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2222899495,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),Parris Campbell (15355930),Jalen Reagor (15355956),Robert Woods (15355852),Tyler Higbee (15356194),Kenyan Drake (15355616),Colts (15356403),,1. Column A lists all of your contest entries for this draftgroup
2222899496,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Ezekiel Elliott (15355596),Derrick Henry (15355598),Mecole Hardman (15355976),T.Y. Hilton (15355876),Mike Williams (15355946),Hunter Henry (15356190),Kenyan Drake (15355616),Bills (15356387),,2. Your current lineup is listed next to each entry (blank for reservations)
2222899497,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Aaron Jones (15355604),DJ Chark Jr. (15355866),Corey Davis (15355960),Mike Williams (15355946),Chris Herndon (15356226),Derrick Henry (15355598),Packers (15356393),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2222899498,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Dalvin Cook (15355600),Ezekiel Elliott (15355596),DJ Chark Jr. (15355866),Corey Davis (15355960),Diontae Johnson (15355932),Jonnu Smith (15356204),Kenyan Drake (15355616),Bears (15356389),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2222899499,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Corey Davis (15355960),Allen Robinson II (15355850),Robert Woods (15355852),Tyler Eifert (15356248),Derrick Henry (15355598),Cardinals (15356396),,5. For faster processing only include entries you are changing in the file you upload
2222899500,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526),Ezekiel Elliott (15355596),Melvin Gordon III (15355634),Davante Adams (15355828),Marvin Jones Jr. (15355880),Marquez Valdes-Scantling (15355926),Chris Herndon (15356226),Kenyan Drake (15355616),Chargers (15356410),,
2222899501,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541),Ezekiel Elliott (15355596),Derrick Henry (15355598),DeSean Jackson (15355896),Van Jefferson Jr. (15356144),Diontae Johnson (15355932),Tyler Higbee (15356194),Aaron Jones (15355604),Bears (15356389),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,,,,WR,Emanuel Hall (15356070),Emanuel Hall,15356070,WR/FLEX,3000,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
,,,,,,,,,,,,,,WR,Jordan Veasy (15356072),Jordan Veasy,15356072,WR/FLEX,3000,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
,,,,,,,,,,,,,,WR,Trent Sherfield (15356074),Trent Sherfield,15356074,WR/FLEX,3000,WAS@ARI 09/20/2020 04:05PM ET,ARI,0
,,,,,,,,,,,,,,DST,Cardinals  (15356396),Cardinals ,15356396,DST,3000,WAS@ARI 09/20/2020 04:05PM ET,ARI,6
,,,,,,,,,,,,,,WR,Jalen Guyton (15356056),Jalen Guyton,15356056,WR/FLEX,3000,KC@LAC 09/20/2020 04:25PM ET,LAC,2.6
,,,,,,,,,,,,,,WR,K.J. Hill (15356058),K.J. Hill,15356058,WR/FLEX,3000,KC@LAC 09/20/2020 04:25PM ET,LAC,0
,,,,,,,,,,,,,,WR,Marcus Kemp (15356060),Marcus Kemp,15356060,WR/FLEX,3000,KC@LAC 09/20/2020 04:25PM ET,KC,0
,,,,,,,,,,,,,,WR,Byron Pringle (15356062),Byron Pringle,15356062,WR/FLEX,3000,KC@LAC 09/20/2020 04:25PM ET,KC,0
,,,,,,,,,,,,,,WR,Keke Coutee (15356042),Keke Coutee,15356042,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
,,,,,,,,,,,,,,WR,Chris Moore (15356044),Chris Moore,15356044,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,BAL,0
,,,,,,,,,,,,,,WR,James Proche (15356046),James Proche,15356046,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,BAL,0
,,,,,,,,,,,,,,WR,Antoine Wesley (15356048),Antoine Wesley,15356048,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,BAL,0
,,,,,,,,,,,,,,WR,DeAndrew White (15356050),DeAndrew White,15356050,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,BAL,0
,,,,,,,,,,,,,,WR,DeAndre Carter (15356052),DeAndre Carter,15356052,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,HOU,1.8
,,,,,,,,,,,,,,WR,Isaiah Coulter (15356054),Isaiah Coulter,15356054,WR/FLEX,3000,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
,,,,,,,,,,,,,,TE,Josiah Deguara (15356260),Josiah Deguara,15356260,TE/FLEX,2900,DET@GB 09/20/2020 01:00PM ET,GB,2.2
,,,,,,,,,,,,,,TE,Ryan Griffin (15356258),Ryan Griffin,15356258,TE/FLEX,2900,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,TE,Josh Oliver (15356256),Josh Oliver,15356256,TE/FLEX,2900,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
,,,,,,,,,,,,,,DST,Buccaneers  (15356397),Buccaneers ,15356397,DST,2900,CAR@TB 09/20/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,TE,Irv Smith Jr. (15356252),Irv Smith Jr.,15356252,TE/FLEX,2900,MIN@IND 09/20/2020 01:00PM ET,MIN,2.1
,,,,,,,,,,,,,,TE,Trey Burton (15356254),Trey Burton,15356254,TE/FLEX,2900,MIN@IND 09/20/2020 01:00PM ET,IND,0
,,,,,,,,,,,,,,TE,Levine Toilolo (15356268),Levine Toilolo,15356268,TE/FLEX,2800,NYG@CHI 09/20/2020 01:00PM ET,NYG,2.3
,,,,,,,,,,,,,,TE,Cole Kmet (15356270),Cole Kmet,15356270,TE/FLEX,2800,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
,,,,,,,,,,,,,,TE,Gerald Everett (15356266),Gerald Everett,15356266,TE/FLEX,2800,LAR@PHI 09/20/2020 01:00PM ET,LAR,1.7
,,,,,,,,,,,,,,DST,Rams  (15356398),Rams ,15356398,DST,2800,LAR@PHI 09/20/2020 01:00PM ET,LAR,4
,,,,,,,,,,,,,,TE,Maxx Williams (15356262),Maxx Williams,15356262,TE/FLEX,2800,WAS@ARI 09/20/2020 04:05PM ET,ARI,0
,,,,,,,,,,,,,,TE,Darrell Daniels (15356264),Darrell Daniels,15356264,TE/FLEX,2800,WAS@ARI 09/20/2020 04:05PM ET,ARI,0
,,,,,,,,,,,,,,TE,Marcedes Lewis (15356278),Marcedes Lewis,15356278,TE/FLEX,2700,DET@GB 09/20/2020 01:00PM ET,GB,0
,,,,,,,,,,,,,,TE,Jesse James (15356280),Jesse James,15356280,TE/FLEX,2700,DET@GB 09/20/2020 01:00PM ET,DET,0
,,,,,,,,,,,,,,TE,James O'Shaughnessy (15356276),James O'Shaughnessy,15356276,TE/FLEX,2700,JAX@TEN 09/20/2020 01:00PM ET,JAX,1
,,,,,,,,,,,,,,TE,Chris Manhertz (15356274),Chris Manhertz,15356274,TE/FLEX,2700,CAR@TB 09/20/2020 01:00PM ET,CAR,1.4
,,,,,,,,,,,,,,DST,Cowboys  (15356399),Cowboys ,15356399,DST,2700,ATL@DAL 09/20/2020 01:00PM ET,DAL,4
,,,,,,,,,,,,,,TE,Ricky Seals-Jones (15356272),Ricky Seals-Jones,15356272,TE/FLEX,2700,KC@LAC 09/20/2020 04:25PM ET,KC,0
,,,,,,,,,,,,,,TE,Jordan Reed (15356288),Jordan Reed,15356288,TE/FLEX,2600,SF@NYJ 09/20/2020 01:00PM ET,SF,3.2
,,,,,,,,,,,,,,DST,Eagles  (15356400),Eagles ,15356400,DST,2600,LAR@PHI 09/20/2020 01:00PM ET,PHI,3
,,,,,,,,,,,,,,TE,Cameron Brate (15356286),Cameron Brate,15356286,TE/FLEX,2600,CAR@TB 09/20/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,TE,Nick Vannett (15356284),Nick Vannett,15356284,TE/FLEX,2600,DEN@PIT 09/20/2020 01:00PM ET,DEN,0.4
,,,,,,,,,,,,,,DST,Falcons  (15356401),Falcons ,15356401,DST,2600,ATL@DAL 09/20/2020 01:00PM ET,ATL,-1
,,,,,,,,,,,,,,TE,Adam Shaheen (15356282),Adam Shaheen,15356282,TE/FLEX,2600,BUF@MIA 09/20/2020 01:00PM ET,MIA,0
,,,,,,,,,,,,,,TE,Robert Tonyan (15356382),Robert Tonyan,15356382,TE/FLEX,2500,DET@GB 09/20/2020 01:00PM ET,GB,0
,,,,,,,,,,,,,,TE,Hunter Bryant (15356384),Hunter Bryant,15356384,TE/FLEX,2500,DET@GB 09/20/2020 01:00PM ET,DET,0
,,,,,,,,,,,,,,TE,Ross Dwelley (15356372),Ross Dwelley,15356372,TE/FLEX,2500,SF@NYJ 09/20/2020 01:00PM ET,SF,0
,,,,,,,,,,,,,,TE,Charlie Woerner (15356374),Charlie Woerner,15356374,TE/FLEX,2500,SF@NYJ 09/20/2020 01:00PM ET,SF,0
,,,,,,,,,,,,,,TE,Kyle Nelson (15356376),Kyle Nelson,15356376,TE/FLEX,2500,SF@NYJ 09/20/2020 01:00PM ET,SF,0
,,,,,,,,,,,,,,TE,Trevon Wesco (15356378),Trevon Wesco,15356378,TE/FLEX,2500,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,TE,Daniel Brown (15356380),Daniel Brown,15356380,TE/FLEX,2500,SF@NYJ 09/20/2020 01:00PM ET,NYJ,0
,,,,,,,,,,,,,,TE,Eric Tomlinson (15356360),Eric Tomlinson,15356360,TE/FLEX,2500,NYG@CHI 09/20/2020 01:00PM ET,NYG,0
,,,,,,,,,,,,,,TE,Demetrius Harris (15356362),Demetrius Harris,15356362,TE/FLEX,2500,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
,,,,,,,,,,,,,,TE,J.P. Holtz (15356364),J.P. Holtz,15356364,TE/FLEX,2500,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
,,,,,,,,,,,,,,TE,Eric Saubert (15356366),Eric Saubert,15356366,TE/FLEX,2500,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
,,,,,,,,,,,,,,TE,Darion Clark (15356368),Darion Clark,15356368,TE/FLEX,2500,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
,,,,,,,,,,,,,,TE,Patrick Scales (15356370),Patrick Scales,15356370,TE/FLEX,2500,NYG@CHI 09/20/2020 01:00PM ET,CHI,0
,,,,,,,,,,,,,,TE,Richard Rodgers (15356352),Richard Rodgers,15356352,TE/FLEX,2500,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
,,,,,,,,,,,,,,TE,Joshua Perkins (15356354),Joshua Perkins,15356354,TE/FLEX,2500,LAR@PHI 09/20/2020 01:00PM ET,PHI,0
,,,,,,,,,,,,,,TE,Johnny Mundt (15356356),Johnny Mundt,15356356,TE/FLEX,2500,LAR@PHI 09/20/2020 01:00PM ET,LAR,0
,,,,,,,,,,,,,,TE,Brycen Hopkins (15356358),Brycen Hopkins,15356358,TE/FLEX,2500,LAR@PHI 09/20/2020 01:00PM ET,LAR,0
,,,,,,,,,,,,,,TE,Ben Ellefson (15356340),Ben Ellefson,15356340,TE/FLEX,2500,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
,,,,,,,,,,,,,,TE,Tyler Davis (15356342),Tyler Davis,15356342,TE/FLEX,2500,JAX@TEN 09/20/2020 01:00PM ET,JAX,0
,,,,,,,,,,,,,,TE,MyCole Pruitt (15356344),MyCole Pruitt,15356344,TE/FLEX,2500,JAX@TEN 09/20/2020 01:00PM ET,TEN,7.1
,,,,,,,,,,,,,,TE,Anthony Firkser (15356346),Anthony Firkser,15356346,TE/FLEX,2500,JAX@TEN 09/20/2020 01:00PM ET,TEN,2.5
,,,,,,,,,,,,,,TE,Geoff Swaim (15356348),Geoff Swaim,15356348,TE/FLEX,2500,JAX@TEN 09/20/2020 01:00PM ET,TEN,0
,,,,,,,,,,,,,,TE,Beau Brinkley (15356350),Beau Brinkley,15356350,TE/FLEX,2500,JAX@TEN 09/20/2020 01:00PM ET,TEN,0
,,,,,,,,,,,,,,TE,Colin Thompson (15356336),Colin Thompson,15356336,TE/FLEX,2500,CAR@TB 09/20/2020 01:00PM ET,CAR,0
,,,,,,,,,,,,,,TE,Antony Auclair (15356338),Antony Auclair,15356338,TE/FLEX,2500,CAR@TB 09/20/2020 01:00PM ET,TB,0
,,,,,,,,,,,,,,TE,Zach Gentry (15356326),Zach Gentry,15356326,TE/FLEX,2500,DEN@PIT 09/20/2020 01:00PM ET,PIT,0
,,,,,,,,,,,,,,TE,Jake Butt (15356328),Jake Butt,15356328,TE/FLEX,2500,DEN@PIT 09/20/2020 01:00PM ET,DEN,1
,,,,,,,,,,,,,,TE,Albert Okwuegbunam (15356330),Albert Okwuegbunam,15356330,TE/FLEX,2500,DEN@PIT 09/20/2020 01:00PM ET,DEN,0
,,,,,,,,,,,,,,TE,Austin Fort (15356332),Austin Fort,15356332,TE/FLEX,2500,DEN@PIT 09/20/2020 01:00PM ET,DEN,0
,,,,,,,,,,,,,,TE,Andrew Beck (15356334),Andrew Beck,15356334,TE/FLEX,2500,DEN@PIT 09/20/2020 01:00PM ET,DEN,0
,,,,,,,,,,,,,,DST,Broncos  (15356402),Broncos ,15356402,DST,2500,DEN@PIT 09/20/2020 01:00PM ET,DEN,4
,,,,,,,,,,,,,,TE,Sean McKeon (15356320),Sean McKeon,15356320,TE/FLEX,2500,ATL@DAL 09/20/2020 01:00PM ET,DAL,0
,,,,,,,,,,,,,,TE,Jaeden Graham (15356322),Jaeden Graham,15356322,TE/FLEX,2500,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
,,,,,,,,,,,,,,TE,Luke Stocker (15356324),Luke Stocker,15356324,TE/FLEX,2500,ATL@DAL 09/20/2020 01:00PM ET,ATL,0
,,,,,,,,,,,,,,TE,Tyler Conklin (15356316),Tyler Conklin,15356316,TE/FLEX,2500,MIN@IND 09/20/2020 01:00PM ET,MIN,0
,,,,,,,,,,,,,,TE,Noah Togiai (15356318),Noah Togiai,15356318,TE/FLEX,2500,MIN@IND 09/20/2020 01:00PM ET,IND,0
,,,,,,,,,,,,,,DST,Colts  (15356403),Colts ,15356403,DST,2500,MIN@IND 09/20/2020 01:00PM ET,IND,4
,,,,,,,,,,,,,,TE,Durham Smythe (15356308),Durham Smythe,15356308,TE/FLEX,2500,BUF@MIA 09/20/2020 01:00PM ET,MIA,0
,,,,,,,,,,,,,,TE,Tyler Kroft (15356310),Tyler Kroft,15356310,TE/FLEX,2500,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
,,,,,,,,,,,,,,TE,Lee Smith (15356312),Lee Smith,15356312,TE/FLEX,2500,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
,,,,,,,,,,,,,,TE,Tommy Sweeney (15356314),Tommy Sweeney,15356314,TE/FLEX,2500,BUF@MIA 09/20/2020 01:00PM ET,BUF,0
,,,,,,,,,,,,,,TE,Marcus Baugh (15356304),Marcus Baugh,15356304,TE/FLEX,2500,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
,,,,,,,,,,,,,,TE,Thaddeus Moss (15356306),Thaddeus Moss,15356306,TE/FLEX,2500,WAS@ARI 09/20/2020 04:05PM ET,WAS,0
,,,,,,,,,,,,,,TE,Virgil Green (15356292),Virgil Green,15356292,TE/FLEX,2500,KC@LAC 09/20/2020 04:25PM ET,LAC,2
,,,,,,,,,,,,,,TE,Stephen Anderson (15356294),Stephen Anderson,15356294,TE/FLEX,2500,KC@LAC 09/20/2020 04:25PM ET,LAC,0
,,,,,,,,,,,,,,TE,Donald Parham Jr. (15356296),Donald Parham Jr.,15356296,TE/FLEX,2500,KC@LAC 09/20/2020 04:25PM ET,LAC,0
,,,,,,,,,,,,,,TE,Nick Keizer (15356298),Nick Keizer,15356298,TE/FLEX,2500,KC@LAC 09/20/2020 04:25PM ET,KC,0
,,,,,,,,,,,,,,TE,Deon Yelder (15356300),Deon Yelder,15356300,TE/FLEX,2500,KC@LAC 09/20/2020 04:25PM ET,KC,0
,,,,,,,,,,,,,,TE,James Winchester (15356302),James Winchester,15356302,TE/FLEX,2500,KC@LAC 09/20/2020 04:25PM ET,KC,0
,,,,,,,,,,,,,,TE,Kahale Warring (15356290),Kahale Warring,15356290,TE/FLEX,2500,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
,,,,,,,,,,,,,,DST,Giants  (15356404),Giants ,15356404,DST,2400,NYG@CHI 09/20/2020 01:00PM ET,NYG,4
,,,,,,,,,,,,,,DST,Jaguars  (15356405),Jaguars ,15356405,DST,2300,JAX@TEN 09/20/2020 01:00PM ET,JAX,6
,,,,,,,,,,,,,,DST,Panthers  (15356407),Panthers ,15356407,DST,2200,CAR@TB 09/20/2020 01:00PM ET,CAR,-1
,,,,,,,,,,,,,,DST,Texans  (15356406),Texans ,15356406,DST,2200,BAL@HOU 09/20/2020 04:25PM ET,HOU,0
,,,,,,,,,,,,,,DST,Lions  (15356408),Lions ,15356408,DST,2100,DET@GB 09/20/2020 01:00PM ET,DET,1
,,,,,,,,,,,,,,DST,Dolphins  (15356409),Dolphins ,15356409,DST,2100,BUF@MIA 09/20/2020 01:00PM ET,MIA,4
,,,,,,,,,,,,,,DST,Jets  (15356411),Jets ,15356411,DST,2000,SF@NYJ 09/20/2020 01:00PM ET,NYJ,7
,,,,,,,,,,,,,,DST,Chargers  (15356410),Chargers ,15356410,DST,2000,KC@LAC 09/20/2020 04:25PM ET,LAC,11
